Predicted Winner,Underdog,Win Probability
Troy,MD E Shore,0.74700195
Buffalo,Rhode Island,0.9311121
W Salem St,NC A&T,0.83629215
Notre Dame,Weber St,0.98280257
Long Beach St,Rider,0.562069
Richmond,Notre Dame,0.9197916
Ohio St,Kennesaw,0.7538006
Nicholls St,N Colorado,0.56278265
Weber St,East Carolina,0.6678401
S Carolina St,Pepperdine,0.6987352
NJIT,Houston,0.97447944
LSU,Stetson,0.8577378
Butler,St John's,0.8127355
Northwestern LA,Virginia,0.66706747
Old Dominion,St Bonaventure,0.56602687
Iowa St,Connecticut,0.750844
Duke,Iowa,0.73889214
Robert Morris,Howard,0.60654867
Towson,Portland St,0.5669381
High Point,Furman,0.50671506
Utah Tech,Austin Peay,0.51498866
Columbia,Hartford,0.7820342
Florida Intl,Cal Baptist,0.92476654
Loyola-Chicago,Wisconsin,0.7339686
UC Davis,Xavier,0.74168444
Boise St,High Point,0.6812402
Lehigh,Prairie View,0.60516
Utah,Illinois St,0.7085863
Texas St,Delaware St,0.6336869
Duke,UT San Antonio,0.65672404
Seton Hall,E Michigan,0.9570219
Georgia,Citadel,0.8185647
Birmingham So,Boise St,0.7853843
Col Charleston,IUPUI,0.9425229
S Dakota St,Oklahoma St,0.87385345
CS Fullerton,Creighton,0.8601534
SE Missouri St,F Dickinson,0.98603463
Mercyhurst,Villanova,0.97627187
Florida A&M,Arizona,0.93424976
Elon,Le Moyne,0.57185054
Augusta,Prairie View,0.77168757
Georgia Tech,St Peter's,0.5156889
Portland St,Longwood,0.70363736
MA Lowell,N Kentucky,0.65676975
Northern Iowa,St John's,0.85450697
UTEP,St John's,0.9757486
Prairie View,San Diego,0.82278943
Alliant Intl,Vermont,0.79414505
Rice,Seton Hall,0.69490504
Mississippi,Prairie View,0.61717117
Florida St,Missouri,0.74117535
Florida,Maryland,0.65364766
Canisius,Houston,0.6746008
Furman,San Diego,0.83886385
Wichita St,MA Lowell,0.74543005
Texas A&M,Campbell,0.61665446
ETSU,Mt St Mary's,0.6278189
St Bonaventure,UAB,0.65413666
Georgetown,San Diego St,0.6463406
Northeastern,Oregon St,0.5534106
Buffalo,Penn,0.5065779
Oral Roberts,WI Milwaukee,0.9432738
Marist,Alabama St,0.7882141
Longwood,UNC Wilmington,0.5430845
Indiana,UNC Asheville,0.6171932
Cleveland St,Ark Little Rock,0.7807952
Wyoming,CS Northridge,0.566375
Portland,UC San Diego,0.64074033
Missouri,E Kentucky,0.8463436
Davidson,Boston College,0.5963008
American Univ,Memphis,0.6541425
Ga Southern,Utah Tech,0.62589294
Missouri,St Francis PA,0.7243389
Weber St,Pacific,0.8597206
Cent Arkansas,St Peter's,0.6744894
St Francis PA,Boston Univ,0.7087441
St Bonaventure,Nicholls St,0.6212405
Longwood,East Texas A&M,0.8612689
WI Milwaukee,Coastal Car,0.9412232
Delaware,Wyoming,0.78318626
TCU,Missouri,0.7854808
Clemson,Northwestern LA,0.85481906
Brown,Bethune-Cookman,0.80543137
South Florida,Elon,0.97172153
Ohio St,Grand Canyon,0.9750318
St Francis PA,TCU,0.96390617
Tennessee Tech,Ga Southern,0.650162
Georgetown,UC San Diego,0.7229996
Florida A&M,Washington St,0.69581115
Stanford,Sacred Heart,0.6639856
Brooklyn,Maryland,0.6093301
Rhode Island,N Dakota St,0.6468613
Louisville,La Salle,0.9939639
Montana,Illinois,0.9214334
Marshall,East Texas A&M,0.5668466
Idaho St,Wake Forest,0.50806797
Ark Little Rock,Georgia,0.86466897
Holy Cross,Richmond,0.6814725
Niagara,Mississippi St,0.8378412
Utah St,Navy,0.7726425
Southern Utah,Marist,0.5953768
Delaware St,Georgetown,0.940134
Manhattan,Mercyhurst,0.63223666
Austin Peay,Fairfield,0.9715305
N Illinois,E Washington,0.61093676
Hampton,Pacific,0.7090715
UC Irvine,North Texas,0.58485866
Texas St,Utah,0.5103188
Ball St,Xavier,0.9258171
N Dakota St,Richmond,0.9006596
North Alabama,Hartford,0.9595317
UMBC,Drexel,0.9451855
South Carolina,Georgetown,0.68204224
Boston College,Pittsburgh,0.82595706
Utah St,USC,0.87594223
San Francisco,McNeese St,0.5609479
UTEP,High Point,0.85854095
CS Sacramento,Seton Hall,0.84092474
Loyola MD,Grand Canyon,0.50442857
Nebraska,Long Beach St,0.84773135
Oral Roberts,Bowling Green,0.71824574
SE Louisiana,Navy,0.75755584
PFW,UNC Wilmington,0.8862997
Detroit,Colorado St,0.8602973
South Alabama,Wisconsin,0.7132285
Marquette,Portland St,0.76278216
Ark Little Rock,Temple,0.52949667
St Francis NY,Indiana St,0.6400893
Stony Brook,Charleston So,0.6884919
S Dakota St,Oregon St,0.8332863
VMI,Stonehill,0.7468339
NE Illinois,N Colorado,0.5803987
Winthrop,WKU,0.8927669
Seton Hall,UNC Asheville,0.9529358
New Mexico,Ohio St,0.8479993
George Mason,Okla City,0.6133841
S Carolina St,Utah Tech,0.6557927
Morgan St,Delaware St,0.5566588
Samford,Mt St Mary's,0.8620651
Radford,McNeese St,0.833219
NJIT,Florida,0.54076016
St Thomas MN,West Virginia,0.9648573
Augusta,Cent Arkansas,0.7197327
TAM C. Christi,Mississippi,0.88344246
Texas,USC,0.68549263
Idaho,Idaho St,0.823564
Missouri,West Virginia,0.97308356
Tulane,Virginia,0.63644326
Southern Miss,George Mason,0.6456284
Missouri,Xavier,0.76711017
Oregon,Southern Miss,0.8372716
CS Sacramento,North Texas,0.9881065
Kennesaw,FL Atlantic,0.8893972
Navy,New Orleans,0.6886304
Indiana St,Duquesne,0.8318328
Nevada,Hawaii,0.89566904
Indiana,VMI,0.57778126
Stetson,PFW,0.68355155
Morgan St,New Mexico,0.76819956
BYU,Charleston So,0.96059555
UT Arlington,Stanford,0.79757977
Bucknell,Belmont,0.90463483
MTSU,Michigan St,0.55583954
Detroit,Oregon St,0.7266315
IL Chicago,Colorado St,0.535718
Utah Valley,Cal Baptist,0.8651705
CS Sacramento,Alliant Intl,0.7343521
New Mexico St,Cornell,0.8951796
Pittsburgh,DePaul,0.59106964
Houston Chr,S Dakota St,0.7266705
Coastal Car,Cornell,0.87843984
Villanova,NE Omaha,0.97484565
St Thomas MN,Austin Peay,0.85229516
Boston Univ,NC Central,0.85726583
Birmingham So,Mt St Mary's,0.9306692
East Texas A&M,Georgia St,0.9214199
Canisius,Indiana St,0.76679623
Citadel,Northwestern LA,0.5485973
Florida,Cal Poly,0.89924735
Robert Morris,Bethune-Cookman,0.8455681
Alabama,Loyola-Chicago,0.78101546
San Jose St,Nevada,0.6600428
CS Sacramento,Auburn,0.77631354
Longwood,CS Bakersfield,0.76103306
Longwood,Southern Univ,0.8656078
North Carolina,Brown,0.7929157
UNLV,Norfolk St,0.818892
San Diego,Arizona St,0.6941569
Holy Cross,Dartmouth,0.51872456
F Dickinson,CS Northridge,0.85168767
Auburn,Brown,0.842978
NE Omaha,Elon,0.7651174
Queens NC,St John's,0.66950375
New Orleans,Mercer,0.9519452
St Peter's,WKU,0.6051782
Maryland,Minnesota,0.6596324
F Dickinson,Nebraska,0.5548769
MTSU,Cal Baptist,0.9813568
Navy,Hartford,0.82259804
Nebraska,George Mason,0.7836791
Wichita St,Murray St,0.9685214
Tulane,Georgetown,0.80905706
CS Sacramento,Rider,0.5316083
Louisiana Tech,Oregon,0.76042217
Bethune-Cookman,UT San Antonio,0.7013879
Binghamton,VCU,0.69580746
Troy,Wake Forest,0.8530352
Hampton,Maryland,0.7106265
Northern Arizona,Nicholls St,0.5895603
Mercyhurst,CS Fullerton,0.62507194
Ark Little Rock,Ohio,0.7782873
WI Green Bay,South Florida,0.6214781
SIUE,New Mexico St,0.6378194
Wyoming,CS Northridge,0.9864663
Rice,Penn St,0.7133877
WKU,UNLV,0.77146304
Ark Pine Bluff,McNeese St,0.65157336
Miami OH,Providence,0.7287513
Drexel,UT Arlington,0.8122071
Texas A&M,UC Davis,0.70376647
SF Austin,Chicago St,0.7978058
Mt St Mary's,Davidson,0.9546065
NC Central,Loy Marymount,0.650321
Cincinnati,Duke,0.8762269
Coastal Car,Bryant,0.78847665
Georgia Tech,Alabama A&M,0.7076678
Syracuse,Ohio,0.5352821
Alabama St,La Salle,0.5816566
Missouri,S Carolina St,0.82329494
Grand Canyon,Mississippi,0.84739435
Alliant Intl,UCF,0.57470566
W Salem St,Colgate,0.7153251
Memphis,Holy Cross,0.7995757
Ohio St,S Carolina St,0.8935495
G Washington,Pittsburgh,0.5981497
Valparaiso,Tarleton St,0.5019042
W Illinois,High Point,0.7348308
St John's,F Dickinson,0.9069499
Detroit,Grand Canyon,0.99214
UC San Diego,Richmond,0.5217041
IL Chicago,Queens NC,0.54877937
Brooklyn,LSU,0.51747805
Indiana,Indiana St,0.5743979
Binghamton,Villanova,0.79490864
American Univ,Louisiana Tech,0.81850815
Norfolk St,Cal Poly,0.54916584
UNLV,Gonzaga,0.9697771
Villanova,W Michigan,0.62813354
Utah Tech,Southern Utah,0.69944704
Chicago St,Temple,0.81156665
Virginia,Mississippi St,0.9083467
St Thomas MN,Northern Arizona,0.88584626
American Univ,Lafayette,0.5844672
ULM,American Univ,0.60748
Binghamton,Grambling,0.66470563
Alcorn St,Northern Iowa,0.6650074
Morris Brown,UMBC,0.7893038
Virginia Tech,North Florida,0.5736553
Howard,Drexel,0.53389347
Siena,Campbell,0.7206233
Robert Morris,East Carolina,0.87069654
Penn,Mississippi,0.66621506
Utah Tech,Oklahoma,0.8106168
Nebraska,Abilene Chr,0.8943778
Georgetown,Tennessee,0.68537813
UCLA,E Kentucky,0.76041627
Houston Chr,Butler,0.6541381
Hartford,Memphis,0.54565537
W Carolina,Texas,0.7596982
Col Charleston,Buffalo,0.6923929
W Texas A&M,UT Arlington,0.5949739
George Mason,Southern Utah,0.9582509
Seton Hall,Sam Houston St,0.88675946
Charlotte,Old Dominion,0.8805122
South Carolina,Siena,0.89238113
Texas St,California,0.7797926
Wisconsin,Ball St,0.52636534
ULM,Creighton,0.9530858
Norfolk St,CS Sacramento,0.8501363
Birmingham So,E Michigan,0.59174156
Iona,Stonehill,0.74304783
Ohio St,Maine,0.6761194
Wyoming,Tennessee,0.80092716
Pepperdine,Alcorn St,0.8915563
Washington,S Carolina St,0.8195404
Seattle,Elon,0.5257922
Hardin-Simmons,Idaho,0.9407282
Alabama,Old Dominion,0.9843571
NC Central,La Salle,0.88847727
Oregon,Charlotte,0.92374265
Dartmouth,Sacred Heart,0.8854598
Florida Intl,Michigan St,0.5186817
W Texas A&M,Utah,0.63232875
Merrimack,Seton Hall,0.9460954
Holy Cross,Missouri,0.81278646
UC Davis,Colgate,0.50768685
Prairie View,Ohio,0.88817036
UC Riverside,Utica,0.67887735
George Mason,Liberty,0.6927507
UTRGV,Brown,0.93899065
IL Chicago,Southern Univ,0.70775175
Ga Southern,Niagara,0.8068328
IUPUI,Detroit,0.88588554
Rutgers,St Bonaventure,0.7683403
Pacific,Virginia,0.7641058
Florida St,Houston,0.5059091
Buffalo,Loy Marymount,0.63401777
Minnesota,CS Sacramento,0.72883344
Delaware,Tennessee,0.85476536
West Georgia,UC San Diego,0.50344074
MTSU,W Illinois,0.93299323
TAM C. Christi,Dayton,0.77749985
WI Milwaukee,Troy,0.81923586
NE Illinois,CS Fullerton,0.7362214
Delaware,Seton Hall,0.6709635
NC State,Presbyterian,0.5744211
Florida,Youngstown St,0.5372766
Connecticut,Ark Pine Bluff,0.7169485
St John's,George Mason,0.88999003
Marquette,Niagara,0.76568747
Old Dominion,Birmingham So,0.7454751
Jackson St,West Georgia,0.92536414
Baylor,South Alabama,0.57561517
Hartford,Lehigh,0.86025625
Appalachian St,VMI,0.8318543
Siena,Campbell,0.52180576
San Jose St,W Carolina,0.7773558
Hardin-Simmons,Bellarmine,0.8376143
Morehead St,Pacific,0.7742591
St John's,Cent Arkansas,0.51008135
W Salem St,Bowling Green,0.91990095
Southern Utah,Utah,0.8946582
CS Sacramento,St Mary's CA,0.6196816
Toledo,IUPUI,0.74314415
Duke,Michigan,0.7997226
Fairfield,Oral Roberts,0.51192605
Vanderbilt,E Michigan,0.79490507
Miami FL,W Salem St,0.6834303
NC A&T,Texas A&M,0.6214245
Belmont,St Mary's CA,0.92021096
North Carolina,Santa Clara,0.69935155
Louisiana,CS Sacramento,0.8071556
West Georgia,Quinnipiac,0.7401074
TCU,Florida St,0.7557225
UT San Antonio,N Illinois,0.71402496
SE Louisiana,Gardner Webb,0.66434205
Delaware,Gonzaga,0.99730456
Indiana St,TAM C. Christi,0.84385526
Montana St,Indiana,0.7487773
Boise St,Hardin-Simmons,0.9226995
UTRGV,Mt St Mary's,0.9583857
Clemson,Boston Univ,0.97203416
Valparaiso,Loyola-Chicago,0.9677443
Incarnate Word,Tarleton St,0.96739966
Air Force,Utica,0.72198725
Howard,Monmouth NJ,0.8526619
Southern Miss,E Illinois,0.93655753
Pittsburgh,Buffalo,0.9206823
Boston Univ,Penn St,0.6327198
Utah Tech,IUPUI,0.84480655
Furman,N Colorado,0.86653197
Niagara,DePaul,0.726011
Mt St Mary's,Arizona,0.77992487
UCF,N Colorado,0.65171397
Morgan St,Alabama,0.65086395
American Univ,Siena,0.6901258
Southern Univ,SE Missouri St,0.78833485
St John's,Queens NC,0.969583
UC Riverside,Brooklyn,0.59088135
St Mary's CA,N Dakota St,0.57961154
UNC Asheville,Norfolk St,0.7968345
Arizona St,Marquette,0.71607983
Xavier,CS Bakersfield,0.7209153
Baylor,Montana St,0.82123905
Washington,FL Atlantic,0.74304247
MA Lowell,Santa Clara,0.59618247
W Michigan,Chattanooga,0.54300416
Sam Houston St,San Francisco,0.80224764
LIU Brooklyn,Boise St,0.76799047
Florida A&M,Duke,0.5000392
Ark Pine Bluff,Utah Valley,0.7788969
Yale,FL Atlantic,0.8877672
Bryant,DePaul,0.5172678
Creighton,Delaware St,0.89024824
New Hampshire,Stony Brook,0.5109874
Ark Little Rock,Furman,0.7510536
Arizona St,Louisiana,0.96350837
Queens NC,Xavier,0.9396233
Youngstown St,New Mexico St,0.69877994
Florida St,W Texas A&M,0.85501575
Kentucky,Iowa St,0.75464857
Utica,Syracuse,0.9094441
Notre Dame,CS Sacramento,0.88038003
Rhode Island,W Texas A&M,0.8537805
E Kentucky,NJIT,0.73433423
Texas A&M,Cent Arkansas,0.79792607
Radford,Rice,0.83584666
Duquesne,Oregon,0.98496616
Wyoming,St Bonaventure,0.53315824
Oregon St,Bethune-Cookman,0.8930938
W Illinois,UTRGV,0.93973464
Robert Morris,Providence,0.94830465
W Michigan,UT San Antonio,0.58611363
Holy Cross,UC Irvine,0.8413915
Vermont,South Alabama,0.51939595
Purdue,Brown,0.8463861
Centenary,Tennessee,0.8329468
North Alabama,Lipscomb,0.5715879
Murray St,Northwestern LA,0.8019261
Charlotte,Centenary,0.9416614
South Florida,Samford,0.8111394
Binghamton,Cent Arkansas,0.53830695
Wagner,Sam Houston St,0.8815837
Marshall,East Carolina,0.8338677
BYU,Alabama A&M,0.8339003
W Illinois,Rutgers,0.90514797
Michigan,Pacific,0.68422884
Radford,UTEP,0.72509366
St Francis PA,North Alabama,0.65414804
UC Davis,NE Omaha,0.74591243
San Jose St,Dartmouth,0.592726
Connecticut,Maryland,0.82199645
Cal Poly,Virginia,0.66651875
Jacksonville St,Fresno St,0.9918874
Howard,UNLV,0.8258019
Ohio,Boise St,0.5170388
Miami FL,Nevada,0.5821166
UAB,PFW,0.8436419
Belmont,Princeton,0.7045665
Pacific,Iona,0.67217624
Michigan,Okla City,0.74511456
New Orleans,James Madison,0.6818892
Tulsa,Rhode Island,0.8787615
Cincinnati,Missouri KC,0.8395255
Georgia,Lipscomb,0.9237309
Maine,Utah Valley,0.7281404
Charlotte,New Mexico,0.9831541
Howard,Valparaiso,0.84824145
Syracuse,Loyola MD,0.6937034
WKU,G Washington,0.67480636
TN Martin,Lindenwood,0.6272592
Morehead St,Grambling,0.7589958
Penn St,ULM,0.856333
Texas,SUNY Albany,0.551633
Arizona,UNC Greensboro,0.9673524
Belmont,Morehead St,0.5859244
Indiana,Denver,0.9237717
Savannah St,Boston Univ,0.6135249
Southern Univ,Stanford,0.7832483
Jacksonville St,Idaho,0.9903067
Baylor,Chicago St,0.5504096
Northwestern LA,Missouri KC,0.84818006
Idaho,Iowa St,0.8589705
Michigan St,G Washington,0.94379395
Cleveland St,Montana,0.7981708
Hofstra,Southern Miss,0.90748596
Alabama St,Charlotte,0.52104414
West Georgia,C Michigan,0.9458923
Coppin St,Tennessee St,0.6447887
Youngstown St,Alabama St,0.8857577
Arizona St,Wagner,0.88158095
UAB,Howard,0.72743845
Arizona St,Alabama,0.7358371
Armstrong St,Fresno St,0.57242817
DePaul,Florida Intl,0.535632
North Florida,St Louis,0.7819818
Dartmouth,Bryant,0.5064767
Colorado St,SE Missouri St,0.60229635
Abilene Chr,Rhode Island,0.840557
St Francis PA,Wright St,0.894842
Campbell,W Illinois,0.7905811
Loy Marymount,Texas A&M,0.8075279
Hardin-Simmons,Alabama A&M,0.66790354
Evansville,Hofstra,0.7167299
Stonehill,MD E Shore,0.6786587
California,Boise St,0.8041245
Utah Valley,WI Green Bay,0.61741847
Belmont,Loy Marymount,0.83156013
Virginia,Georgia St,0.6096431
California,Iowa St,0.8225394
Portland St,G Washington,0.54805547
Kansas St,Mississippi,0.9384293
NE Omaha,Buffalo,0.7216687
W Carolina,Drake,0.7111173
Bellarmine,Southern Indiana,0.78233445
Air Force,MS Valley St,0.74401116
Gardner Webb,LIU Brooklyn,0.83702487
Morris Brown,Jacksonville,0.93552214
Cal Poly,LIU Brooklyn,0.56776935
Evansville,North Carolina,0.8987354
SE Louisiana,Radford,0.8856849
Georgia St,UMBC,0.7730783
Col Charleston,NJIT,0.8349758
Detroit,Sam Houston St,0.85127234
Valparaiso,Utah,0.8970549
Gardner Webb,Fresno St,0.6114018
Kennesaw,Oakland,0.8075395
New Mexico St,E Michigan,0.98821765
Coastal Car,SE Louisiana,0.69845784
NE Illinois,CS Bakersfield,0.9445582
McNeese St,Penn,0.80002785
Marist,Creighton,0.86553216
Morehead St,Lamar,0.94181633
Chicago St,W Texas A&M,0.9385227
Central Conn,Bellarmine,0.9881832
UNC Asheville,UNC Wilmington,0.68706083
Richmond,Colorado,0.86544955
Houston,Stanford,0.57988405
Ohio,NC State,0.8959969
Wyoming,La Salle,0.6062762
WI Milwaukee,West Georgia,0.81433237
Cal Poly,Elon,0.8653485
West Georgia,NE Illinois,0.95686007
Iowa,UC Davis,0.9262609
Texas,Seattle,0.93552274
CS Bakersfield,Portland,0.67304015
Drake,CS Bakersfield,0.95733976
Northeastern,Washington,0.55944836
Appalachian St,American Univ,0.7771898
Loy Marymount,Davidson,0.725515
Harvard,Central Conn,0.65236115
Montana,Bradley,0.7515651
Mississippi St,Old Dominion,0.64905864
Canisius,Colorado St,0.930372
Lamar,Coppin St,0.5139996
Manhattan,Houston,0.5325664
Centenary,Armstrong St,0.54702914
Boston College,Long Beach St,0.8972605
Holy Cross,Kennesaw,0.9034478
Davidson,Marquette,0.85839945
Belmont,WI Green Bay,0.5930207
Colorado,G Washington,0.94113314
IUPUI,E Kentucky,0.85192895
Drexel,TX Southern,0.84636325
Missouri,Minnesota,0.9531696
W Texas A&M,NJIT,0.9187506
Colgate,Pacific,0.86762375
W Michigan,Wake Forest,0.99005765
Wichita St,McNeese St,0.5111444
Harvard,Lamar,0.8698579
NC State,Delaware St,0.73378503
SE Missouri St,Quinnipiac,0.83762956
Washington,Drake,0.57270014
St Mary's CA,Fairfield,0.89481837
NJIT,Louisiana,0.53721046
St Mary's CA,Augusta,0.6162727
Sam Houston St,VCU,0.95082295
Augusta,MA Lowell,0.66237557
Centenary,Michigan,0.8635051
Tarleton St,Arkansas,0.50508183
Wichita St,Colorado,0.92781115
Tennessee Tech,Utah,0.88689715
MS Valley St,Incarnate Word,0.6282726
Utica,La Salle,0.69232404
WI Milwaukee,Duke,0.9375862
East Texas A&M,Idaho,0.95340383
Southern Miss,NE Omaha,0.56262094
LIU Brooklyn,Abilene Chr,0.7156268
Niagara,Texas,0.5772702
Bradley,Tulsa,0.5836687
VCU,Providence,0.84040254
Alliant Intl,S Illinois,0.6943967
Columbia,Arkansas,0.9875643
G Washington,Texas,0.58704484
Illinois St,Bucknell,0.71132916
F Dickinson,Arkansas St,0.82003486
Holy Cross,SF Austin,0.95365006
San Francisco,Utah,0.71918666
Okla City,St Thomas MN,0.837116
W Illinois,Wyoming,0.79411256
Boston Univ,Marist,0.5750492
Hardin-Simmons,Iona,0.66463417
Alcorn St,Nicholls St,0.91235274
Sacred Heart,Houston,0.7342958
Colorado St,Fordham,0.5188151
N Dakota St,Texas St,0.7971537
Yale,Morris Brown,0.56975377
TN Martin,Hofstra,0.8890252
Wake Forest,Liberty,0.7557784
S Dakota St,FGCU,0.7506306
Idaho,Mississippi St,0.75481296
St Francis PA,Boston College,0.71706116
Utah Valley,LIU Brooklyn,0.5849191
Drexel,Bryant,0.8245489
UTEP,Siena,0.77203906
Gardner Webb,Nicholls St,0.69690734
WI Milwaukee,Youngstown St,0.57647234
East Texas A&M,Winthrop,0.65323937
Cincinnati,St Bonaventure,0.6261328
Arkansas St,F Dickinson,0.67895716
ETSU,Incarnate Word,0.7003466
Louisiana Tech,MA Lowell,0.98703736
St Joseph's PA,South Alabama,0.66157746
Charleston So,James Madison,0.9324683
Stony Brook,Mt St Mary's,0.884534
James Madison,Cleveland St,0.7077312
CS Bakersfield,New Mexico,0.97324514
Washington,UNC Greensboro,0.95330906
Maryland,Wisconsin,0.76842904
Penn St,WI Green Bay,0.714478
UT Arlington,Seattle,0.99133015
Pacific,Akron,0.79873955
Providence,TX Southern,0.77531064
Niagara,Mercyhurst,0.64019847
Notre Dame,DePaul,0.5340044
Stonehill,New Orleans,0.52452034
VMI,William & Mary,0.98470634
Loyola MD,VCU,0.7401784
Binghamton,St Peter's,0.955701
TAM C. Christi,Augusta,0.56313896
G Washington,Northeastern,0.635677
St Joseph's PA,Central Conn,0.84849226
UC Irvine,E Kentucky,0.82456017
Auburn,Georgia,0.7854837
Mercyhurst,Missouri St,0.7479501
Tarleton St,St Mary's CA,0.9117081
UMBC,Cornell,0.947993
Elon,Kansas,0.9327667
Southern Miss,Auburn,0.8813358
Alabama,Baylor,0.8614691
Mississippi St,E Washington,0.697158
Queens NC,Prairie View,0.73836523
Loyola-Chicago,Minnesota,0.51284504
Alabama A&M,VCU,0.7724782
Dayton,Florida,0.9162189
Marshall,St John's,0.6470906
NJIT,MS Valley St,0.83035874
Morgan St,Rider,0.6460136
Kansas,Pepperdine,0.9797338
Portland,Colgate,0.72650945
Tarleton St,Iowa,0.80150783
Belmont,Michigan,0.51656425
Bowling Green,Texas Tech,0.55145574
Maine,Tennessee St,0.57190394
BYU,Valparaiso,0.94986874
Jacksonville,Bradley,0.86534417
Illinois,Stonehill,0.6655741
Toledo,Howard,0.73463553
Oakland,Georgetown,0.9814789
E Washington,TN Martin,0.6252718
Maine,North Texas,0.90387416
Princeton,Colorado St,0.9790158
N Dakota St,UC Riverside,0.98500544
UCLA,Texas Tech,0.78320277
South Carolina,St Bonaventure,0.90705764
Memphis,Temple,0.80453753
San Francisco,Georgia St,0.60760117
North Carolina,Harvard,0.6759977
Ark Little Rock,Winthrop,0.5161208
Texas A&M,Bethune-Cookman,0.7630091
Iowa,Temple,0.7490355
North Dakota,Howard,0.7319293
S Dakota St,Stony Brook,0.601389
Illinois St,Robert Morris,0.941633
North Alabama,Idaho St,0.7795707
Missouri KC,Charleston So,0.8722679
Wake Forest,Dayton,0.7158464
F Dickinson,Missouri KC,0.8407372
Florida Intl,Prairie View,0.50047886
Quinnipiac,N Illinois,0.5040913
Stonehill,UTRGV,0.75229096
Charleston So,Wright St,0.9675532
Lindenwood,Rider,0.5091266
Wake Forest,Kansas St,0.518324
Alabama A&M,Florida St,0.723526
New Mexico,South Dakota,0.89639866
Montana St,Houston Chr,0.9015183
Alabama,FL Atlantic,0.981459
Tarleton St,TX Southern,0.68188953
Stonehill,Michigan St,0.9675647
Missouri St,Montana,0.6325588
W Texas A&M,UMBC,0.93020666
G Washington,Appalachian St,0.953453
Gonzaga,Coastal Car,0.7997457
Ark Little Rock,Oral Roberts,0.8140114
Army,Idaho,0.9600501
S Illinois,Maryland,0.7477301
Villanova,Samford,0.8254557
